title,release_date,rating,vote_count,posetr url,genres,runtime,homepage,original_language,status,watch on,watch link
Mars Attacks!,12-12-1996,6.1,1509,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",106,http://marsattacks.warnerbros.com/,en,Released,,
Evolution,14-09-2015,6.4,47,,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",81,,fr,Released,,
The Edge,06-09-1997,6.7,349,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",117,,en,Released,,
Surrogates,24-09-2009,5.9,1195,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",89,http://chooseyoursurrogate.com/,en,Released,,
Thirteen Days,24-12-2000,6.9,189,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",145,,en,Released,,
Daylight,06-12-1996,5.8,378,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",115,,en,Released,,
Walking With Dinosaurs,18-12-2013,5.2,133,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",87,http://www.walkingwithdinosaurs.com/movie/,en,Released,,
Battlefield Earth,10-05-2000,3,255,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10752, ""name"": ""War""}]",118,,en,Released,,
Looney Tunes: Back in Action,14-11-2003,5.6,297,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",90,,en,Released,,
Nine,03-12-2009,5.1,165,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",112,http://nine-movie.com/,en,Released,,
Timeline,26-11-2003,5.4,318,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",116,,en,Released,,
The Postman,25-12-1997,6.1,299,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",177,,en,Released,,
Babe: Pig in the City,25-11-1998,5.2,305,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",92,,en,Released,,
The Last Witch Hunter,21-10-2015,5.7,1316,,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",106,http://www.thelastwitchhunter.movie/,en,Released,,
Red Planet,10-11-2000,5.4,267,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",106,,en,Released,,
Arthur and the Invisibles,13-12-2006,6,639,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",94,,en,Released,,
Oceans,17-10-2009,7.3,111,,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",84,http://oceans-lefilm.com/,en,Released,,
A Sound of Thunder,15-05-2005,4.8,111,,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",110,http://asoundofthunder.warnerbros.com/,en,Released,,
Pompeii,18-02-2014,5.2,1267,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",105,,en,Released,,
Top Cat Begins,30-10-2015,5.3,9,,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",89,,es,Released,,
A Beautiful Mind,11-12-2001,7.7,3009,,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",135,http://www.abeautifulmind.com/,en,Released,,
The Lion King,23-06-1994,8,5376,,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",89,http://movies.disney.com/the-lion-king,en,Released,,
Journey 2: The Mysterious Island,19-01-2012,5.8,1030,,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",94,http://www.themysteriousisland.com/,en,Released,,
Cloudy with a Chance of Meatballs 2,26-09-2013,6.4,915,,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",95,,en,Released,,
Red Dragon,29-09-2002,6.7,1115,,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",124,,en,Released,,
Hidalgo,05-03-2004,6.5,318,,"[{""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",136,,en,Released,,
Jack and Jill,11-11-2011,4.1,604,,"[{""id"": 35, ""name"": ""Comedy""}]",91,http://www.jackandjill-movie.com/,en,Released,,
2 Fast 2 Furious,05-06-2003,6.2,2028,,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",107,,en,Released,,
Shanghai Calling,03-05-2012,5.7,7,,[],98,http://shanghaicalling.com/,en,Released,,
My Date with Drew,05-08-2005,6.3,16,,"[{""id"": 99, ""name"": ""Documentary""}]",90,,en,Released,,
